Gene_ID,Sample_1_Reads,Sample_2_Reads
ATF2,1019,230
ATF3,3677,4
ATF4,18896,706
ATF5,689,143
ATF6,2663,28
ATF6B,0,0
ATF7,749,218
ATF7IP,2900,2
ATF7IP2,1,2
ATG10,235,0
ATG101,4426,30
ATG12,1897,2
ATG13,4457,18
ATG14,1159,2
ATG16L1,1072,32
ATG16L2,271,10
ATG2A,2468,24
ATG2B,530,12
ATG3,4363,60
ATG4A,394,42
ATG4B,692,0
ATG4C,244,20
ATG4D,1697,1
ATG5,2197,90
ATG7,1507,0
ATG9A,2193,165
ATG9B,27,0
ATIC,2145,60
ATL1,80,14
ATL2,2901,304
ATL3,2261,62
ATM,639,2
ATMIN,2331,0
ATN1,7864,974
ATOH1,0,0
ATOH7,26,0
ATOH8,40,184
ATOX1,2889,0
ATP10A,221,4
ATP10B,0,0
ATP10D,855,0
ATP11A,2025,6
ATP11AUN,0,0
ATP11B,5062,180
ATP11C,535,24
ATP12A,8,0
ATP13A1,1850,94
ATP13A2,1651,2
ATP13A3,32341,184
ATP13A4,0,0
ATP13A5,1,0
ATP1A1,45560,588
ATP1A1-AS1,69,0
ATP1A2,57,2
ATP1A3,573,0
ATP1A4,4,0
ATP1B1,15789,587
ATP1B2,40,0
ATP1B3,4299,0
ATP1B4,0,0
ATP23,313,0
ATP2A1,58,0
ATP2A1-AS1,114,0
ATP2A2,14841,1874
ATP2A3,594,2
ATP2B1,1517,1180
ATP2B1-AS1,40,0
ATP2B2,6,0
ATP2B3,12,0
ATP2B4,5267,16
ATP2C1,3958,274
ATP2C2,1304,0
ATP4A,2,0
ATP4B,3,0
ATP5A1,5832,576
ATP5B,34461,4426
ATP5C1,7956,4
ATP5D,3578,0
ATP5E,17097,4
ATP5EP2,180,0
ATP5F1,12563,2
ATP5G1,6564,108
ATP5G2,5124,120
ATP5G3,7973,3582
ATP5H,7800,2
ATP5I,2457,4
ATP5J,4693,0
ATP5J2,7986,2
ATP5L,20384,2
ATP5L2,12,0
ATP5O,6374,4
ATP5S,417,0
ATP6,42038,122
ATP6AP1,6341,4
ATP6AP1L,11,0
ATP6AP2,4328,0
ATP6V0A1,1248,112
ATP6V0A2,840,2
ATP6V0A4,13,0
ATP6V0B,4860,108
ATP6V0C,8836,4
ATP6V0D1,4383,18
ATP6V0D2,27,0
ATP6V0E1,6872,0
ATP6V0E2,1109,0
ATP6V0E2-AS1,27,0
ATP6V1A,4572,4
ATP6V1B1,188,0
ATP6V1B2,2594,30
ATP6V1C1,2854,6
ATP6V1C2,92,0
ATP6V1D,3821,48
ATP6V1E1,7518,130
ATP6V1E2,40,0
ATP6V1F,5667,90
ATP6V1G1,8604,322
ATP6V1G2,0,0
ATP6V1G3,0,0
ATP6V1H,1455,126
ATP7A,225,20
ATP7B,66,0
ATP8,435,0
ATP8A1,30,0
ATP8A2,15,0
ATP8B1,914,2
ATP8B2,192,338
ATP8B3,74,0
ATP8B4,6,0
ATP8B5P,1,68
ATP9A,4696,2
ATP9B,67,16
ATPAF1,2011,18
ATPAF2,932,6
ATPIF1,11490,0
ATR,671,44
ATRAID,3092,0
ATRIP,226,0
ATRN,6529,78
ATRNL1,74,70
ATRX,1800,594
ATXN1,743,22
ATXN10,3011,0
ATXN1L,5357,355
ATXN2,1728,405
ATXN2L,10231,2245
ATXN3,1224,8
ATXN3L,0,0
ATXN7,946,24
ATXN7L1,142,98
ATXN7L2,189,64
ATXN7L3,3578,761
ATXN7L3B,1720,0
ATXN8OS,0,0
AUH,723,0
AUNIP,602,0
AUP1,3963,102
AURKA,10073,0
AURKAIP1,7002,0
AURKAPS1,28,0
AURKB,4213,0
AURKC,134,0
AUTS2,269,41
AVEN,391,0
AVIL,51,0
AVL9,1313,18
AVP,0,0
AVPI1,903,0
AVPR1A,0,0
AVPR1B,0,0
AVPR2,2,0
AWAT1,0,0
AWAT2,2,0
AXDND1,3,0
AXIN1,4543,14
AXIN2,14,12
AXL,6512,276
AZGP1,689,2
AZI2,946,2
AZIN1,10799,1079
AZIN1-AS1,172,0
AZIN2,285,264
AZU1,4,0
B2M,91267,66
B3GALNT1,108,2
B3GALNT2,1840,4
B3GALT1,0,0
B3GALT2,0,0
B3GALT4,0,0
B3GALT5,12,0
B3GALT5-AS1,4,0
B3GALT6,714,0
B3GAT1,86,0
B3GAT2,2,0
B3GAT3,3370,0
B3GLCT,300,0
B3GNT2,1070,2
B3GNT3,1655,0
B3GNT4,80,0
B3GNT5,1756,0
B3GNT6,0,0
B3GNT7,64,2
B3GNT8,7,2
B3GNT9,984,0
B3GNTL1,143,0
B4GALNT1,29,0
B4GALNT2,175,0
B4GALNT3,486,0
B4GALNT4,2938,0
B4GALT1,10670,4
B4GALT2,4654,128
B4GALT3,3446,0
B4GALT4,3107,2
B4GALT5,7217,116
B4GALT6,123,0
B4GALT7,1889,0
B4GAT1,826,106
B9D1,924,8
B9D2,29,0
BAALC,2,0
BAALC-AS1,0,0
BAALC-AS2,2,0
BAAT,6,0
BABAM1,6640,2
BABAM2,620,12
BACE1,1093,72
BACE2,2968,0
BACH1,1597,0
BACH2,48,2
BAD,2647,0
BAG1,2547,0
BAG2,1007,6
BAG3,2346,68
BAG4,447,0
BAG5,2811,0
BAG6,2,0
BAGE,0,0
BAGE3,0,0
BAHCC1,1718,16
BAHD1,3031,55
BAIAP2,2825,0
BAIAP2-AS1,456,2
BAIAP2L1,2329,0
BAIAP2L2,459,0
BAIAP3,339,0
BAK1,2148,0
BAMBI,1890,0
BANF1,12352,26
BANF1P3,523,600
BANF2,0,0
BANK1,6,0
BANP,1849,8
BAP1,6226,6
BARD1,393,2
BARHL1,1,0
BARHL2,14,0
BARX1,249,0
BARX2,925,0
BASP1,3385,624
BASP1-AS1,2,0
BASP1P1,0,0
BATF,359,16
BATF2,85,0
BATF3,58,0
BAX,5423,2
BAZ1A,3852,156
BAZ1B,4121,88
BAZ2A,7775,109
BAZ2B,596,92
BBC3,2179,6
BBIP1,112,0
BBOF1,94,0
BBOX1,0,0
BBS1,628,0
BBS10,335,0
BBS12,71,0
BBS2,2772,6
BBS4,369,6
BBS5,187,2
BBS7,868,6
BBS9,128,0
BBX,3070,172
BCAM,8473,1
BCAN,304,0
BCAP29,1407,0
BCAP31,7611,450
BCAR1,6735,4
BCAR3,7272,2
BCAR4,0,0
BCAS1,26,0
BCAS2,4636,50
BCAS3,189,8
BCAS4,902,0
BCAT1,96,2
BCAT2,3855,2
BCCIP,5544,4
BCDIN3D,64,0
BCDIN3D-AS1,21,0
BCHE,10,0
BCKDHA,4839,14
BCKDHB,665,2
BCKDK,3955,48
BCL10,858,24
BCL11A,8,30
BCL11B,41,22
BCL2,16,14
BCL2A1,8,0
BCL2L1,17206,752
BCL2L10,8,0
BCL2L11,1197,40
BCL2L12,5383,0
BCL2L13,3900,2
BCL2L14,32,0
BCL2L15,1,0
BCL2L2,7240,90
BCL3,1535,2
BCL6,1185,58
BCL6B,4,2
BCL7A,793,22
BCL7B,1532,4
BCL7C,5303,112
BCL9,450,644
BCL9L,11621,343
BCLAF1,4670,1161
BCLAF3,94,2
BCO1,60,0
BCO2,179,0
BCOR,1273,238
BCORL1,588,43
BCORP1,0,0
BCR,6237,224
BCRP3,3,0
BCS1L,706,0
BCYRN1,2,0
BDH1,2243,0
BDH2,603,0
BDKRB1,73,0
BDKRB2,49,0
BDNF,292,301
BDNF-AS,5,2
BDP1,1091,10
BEAN1,179,0
BECN1,1781,220
BEGAIN,55,4
BEND2,0,0
BEND3,214,0
BEND3P3,226,0
BEND4,44,0
BEND5,0,24
BEND6,39,0
BEND7,176,0
BEST1,19,0
BEST2,2,0
BEST3,1,0
BEST4,4,0
BET1,1063,0
BET1L,2898,0
BET1P1,0,0
BEX1,0,0
BEX2,895,0
BEX3,4793,2
BEX4,291,2
BEX5,448,0
BFAR,2799,10
BFSP1,144,0
BFSP2,0,0
BGLAP,128,0
BGN,4,154
BHLHA15,147,0
BHLHA9,0,0
BHLHB9,139,0
BHLHE22,0,24
BHLHE23,0,0
BHLHE40,6943,64
BHLHE40-AS1,9,0
BHLHE41,381,10
BHMG1,2,0
BHMT,27,4
BHMT2,35,7
BICC1,13,22
BICD1,333,16
BICD2,6407,1016
BICDL1,1228,4
BICDL2,1086,0
BICRA,1276,2
BICRAL,629,21
BID,6260,2
BIK,595,0
BIN1,310,164
BIN2,2,0
BIN3,353,0
BIN3-IT1,4,0
BIRC2,1888,6
BIRC3,2966,0
BIRC5,1251,0
BIRC6,1559,676
BIRC7,4,0
BIRC8,0,0
BIVM,478,2
BLCAP,6704,894
BLID,2,0
BLK,1,0
BLM,528,4
BLMH,1125,140
BLNK,39,0
BLOC1S1,2119,378
BLOC1S2,1130,0
BLOC1S3,551,0
BLOC1S4,387,0
BLOC1S5,1062,0
BLOC1S6,1557,0
BLVRA,1726,4
BLVRB,7175,2
BLZF1,893,0
BMF,106,2
BMI1,1097,110
BMP1,2304,840
BMP10,0,0
BMP15,0,0
BMP2,114,6
BMP2K,376,40
BMP3,8,0
BMP4,192,276
BMP5,0,0
BMP6,250,2
BMP7,767,0
BMP8A,65,0
BMP8B,289,0
BMPER,0,26
BMPR1A,450,6
BMPR1B,44,0
BMPR1B-AS1,0,0
BMPR2,1980,288
BMS1,4011,20
BMS1P1,14,0
BMS1P12,1,0
BMS1P14,0,0
BMS1P2,0,0
BMS1P20,1639,0
BMS1P21,0,0
BMS1P4,33,2
BMT2,337,40
BMX,2,0
BNC1,29,0
BNC2,45,106
BNIP1,493,0
BNIP2,1986,0
BNIP3,10687,2
BNIP3L,3044,90
BNIPL,14,0
BOC,16,0
BOD1,6280,4
BOD1L1,1368,22
BOD1L2,0,0
BOK,918,0
BOK-AS1,1,0
BOLA1,244,2
BOLA2,920,2
BOLA2B,0,0
BOLA3,1608,2
BOLA3-AS1,70,2
BOLL,38,0
BOP1,1315,3
BORA,1710,0
BORCS5,237,0
BORCS6,812,0
BORCS7,263,6
BORCS8,170,0
BORCS8-MEF2B,0,0
BPESC1,0,0
BPGM,685,0
BPHL,339,0
BPI,0,0
BPIFA1,6,0
BPIFA2,22,0
BPIFA3,0,0
BPIFA4P,0,0
BPIFB1,136,0
BPIFB2,0,8
BPIFB3,0,0
BPIFB4,3,0
BPIFB6,0,0
BPIFC,0,0
BPNT1,3396,2
BPTF,1111,219
BPY2,0,0
BPY2B,0,0
BPY2C,0,0
BRAF,580,179
BRAP,1418,0
BRAT1,3300,2
BRCA1,1616,0
BRCA2,587,0
BRCC3,679,46
BRD1,1818,110
BRD2,132,0
BRD3,3739,0
BRD3OS,382,0
BRD4,11977,311
BRD7,3376,94
BRD7P3,0,0
BRD8,4559,269
BRD9,1349,2
BRDT,0,0
BRDTP1,0,0
BREA2,66,0
BRE-AS1,16,0
BRF1,2097,2
BRF2,418,0
BRI3,5345,512
BRI3BP,799,0
BRICD5,83,0
BRINP1,0,132
BRINP2,0,0
BRINP3,0,20
BRIP1,774,0
BRIX1,5145,36
BRK1,22866,758
BRMS1,2968,0
BRMS1L,811,22
BROX,869,2
BRPF1,2848,336
BRPF3,3987,204
BRS3,0,0
BRSK1,236,114
BRSK2,416,0
BRWD1,1540,8
BRWD3,657,102
BSCL2,1315,10
BSDC1,3621,68
BSG,30831,26
BSN,212,4
BSND,0,0
BSPH1,0,0
BSPRY,3767,0
BST1,159,0
BST2,18359,0
BSX,0,0
BTAF1,722,156
BTBD1,1356,312
BTBD10,1295,120
BTBD11,454,96
BTBD16,302,0
BTBD17,0,0
BTBD18,6,0
BTBD19,8,0
BTBD2,8043,14
BTBD3,1652,24
BTBD6,2076,0
BTBD7,1743,288
BTBD8,30,0
BTBD9,223,10
BTC,69,0
BTD,229,0
BTF3,18829,316
BTF3L4,1962,148
BTF3L4P1,18,0
BTF3P11,0,0
BTG1,3862,1332
BTG2,562,4
BTG3,3376,48
BTG4,4,0
BTK,16,2
BTLA,0,0
BTN1A1,4,0
BTN2A1,1701,1
BTN2A2,452,2
BTN2A3P,48,0
BTN3A1,593,0
BTN3A2,629,4
BTN3A3,211,0
BTNL10,1,0
BTNL2,0,0
BTNL3,0,0
BTNL8,0,0
BTNL9,22,3
BTRC,518,96
BUB1,6714,0
BUB1B,2341,0
BUB3,18837,78
BUD13,1979,0
BUD23,5496,2
BUD31,2236,242
BVES,80,0
BVES-AS1,2,0
BYSL,1983,0
BZW1,6254,2300
BZW2,2701,304
C10orf105,26,0
C10orf111,1,0
C10orf113,2,0
C10orf120,0,0
C10orf128,0,0
C10orf142,0,0
C10orf143,60,0
C10orf25,21,0
C10orf53,0,0
C10orf55,86,0
C10orf62,2,0
C10orf67,72,0
C10orf71,4,0
C10orf71-AS1,0,0
C10orf76,578,16
C10orf82,6,0
C10orf88,570,0
C10orf90,2,0
C10orf91,7,0
C10orf95,33,0
C10orf99,0,0
C11orf1,845,2
C11orf16,10,0
C11orf21,0,0
C11orf24,1392,2
C11orf40,0,0
C11orf42,11,2
C11orf44,0,0
C11orf45,254,0
C11orf49,537,0
C11orf52,193,0
C11orf53,0,0
C11orf54,2009,2
C11orf58,5474,272
C11orf65,19,0
C11orf68,5882,18
C11orf70,103,0
C11orf71,131,0
C11orf72,3,0
C11orf74,193,2
C11orf80,881,0
C11orf84,5718,2
C11orf86,0,0
C11orf87,0,0
C11orf88,0,0
C11orf91,24,0
C11orf94,4,0
C11orf95,738,176
C11orf96,30,14
C11orf97,0,0
C12orf10,1400,0
C12orf29,1106,2
C12orf4,580,0
C12orf40,0,0
C12orf42,0,0
C12orf43,315,0
C12orf45,482,0
C12orf49,1978,0
C12orf50,0,0
C12orf54,4,0
C12orf56,9,0
C12orf57,6187,0
C12orf60,130,0
C12orf65,893,2
C12orf66,149,74
C12orf71,2,0
C12orf73,381,0
C12orf74,2,0
C12orf75,829,0
C12orf76,295,0
C12orf77,0,0
C12orf80,1,0
C13orf42,0,0
C14orf119,2042,1
C14orf132,78,0
C14orf177,0,0
C14orf178,6,0
C14orf180,0,0
C14orf2,4287,0
C14orf28,222,24
C14orf37,0,0
C14orf39,0,0
C14orf93,517,10
C15orf32,0,0
C15orf39,1189,4
C15orf40,153,0
C15orf41,739,0
C15orf48,6681,0
C15orf53,0,0
C15orf54,6,0
C15orf56,21,0
C15orf59,40,0
C15orf61,387,10
C15orf62,64,0
C15orf65,9,0
C16orf45,40,0
C16orf46,311,0
C16orf47,0,0
C16orf52,720,346
C16orf54,0,0
C16orf58,4272,0
C16orf62,832,0
C16orf70,875,28
C16orf71,20,0
C16orf72,1948,1350
C16orf74,3057,0
C16orf78,0,0
C16orf82,0,0
C16orf86,119,2
C16orf87,1803,272
C16orf89,1,0
C16orf90,2,0
C16orf91,1007,0
C16orf92,0,0
C16orf95,243,0
C16orf96,6,0
C16orf97,0,0
C17orf100,127,0
C17orf102,0,0
C17orf105,0,0
C17orf107,5,0
C17orf112,0,0
C17orf47,2,0
C17orf49,1233,17
C17orf50,11,0
C17orf51,30,0
C17orf53,475,0
C17orf58,272,0
C17orf62,1006,6
C17orf64,0,0
C17orf67,27,0
C17orf75,811,6
C17orf77,0,0
C17orf78,0,0
C17orf80,779,0
C17orf82,2,0
C17orf97,14,0
C17orf98,1,0
C17orf99,2,0
C18orf12,0,0
C18orf21,105,0
C18orf25,609,114
C18orf32,737,0
C18orf54,74,0
C18orf63,0,0
C18orf65,10,0
C19orf12,926,0
C19orf18,5,0
C19orf24,1574,2
C19orf25,686,0
C19orf33,0,0
C19orf38,31,0
C19orf44,141,2
C19orf47,1093,0
C19orf48,9366,0
C19orf53,7729,2
C19orf54,468,0
C19orf57,132,0
C19orf66,808,2
C19orf67,5,0
C19orf70,4413,0
C19orf71,178,0
C19orf73,68,0
C19orf81,53,0
C19orf84,0,0
C1D,769,4
C1GALT1,1129,0
C1GALT1C1,716,50
C1GALT1C1L,32,0
C1orf100,0,0
C1orf105,1,0
C1orf106,1230,4
C1orf109,1236,0
C1orf112,1068,0
C1orf115,390,0
C1orf116,1388,0
C1orf122,4019,2
C1orf123,790,2
C1orf127,0,0
C1orf131,295,0
C1orf140,0,0
C1orf141,0,0
C1orf146,0,0
C1orf147,0,0
C1orf158,0,0
C1orf159,398,0
C1orf162,16,0
C1orf167,2,0
C1orf174,1734,0
C1orf185,0,0
C1orf189,0,0
C1orf194,2,0
C1orf198,3485,620
C1orf21,954,24
C1orf210,602,0
C1orf216,339,0
C1orf220,43,0
C1orf226,721,0
C1orf228,14,0
C1orf229,2,0
C1orf35,2144,2
C1orf43,8008,4
C1orf50,236,140
C1orf52,2021,0
C1orf53,102,0
C1orf54,14,0
C1orf56,108,0
C1orf61,88,0
C1orf68,0,0
C1orf74,210,0
C1orf87,0,0
C1orf94,2,0
C1QA,0,4
C1QB,0,8
C1QBP,3231,2
C1QC,0,12
C1QL1,743,2
C1QL2,29,0
C1QL3,22,84
C1QL4,180,0
C1QTNF1,813,4
C1QTNF12,101,0
C1QTNF1-AS1,6,0
C1QTNF2,6,0
C1QTNF3,16,84
C1QTNF4,18,10
C1QTNF5,0,0
C1QTNF6,798,0
C1QTNF7,0,0
C1QTNF8,0,0
C1QTNF9,0,0
C1QTNF9B,2,0
C1R,1117,28
C1RL,386,0
C1RL-AS1,169,2
C1S,1291,6
C2,0,0
C20orf141,22,0
C20orf144,11,0
C20orf166-AS1,0,0
C20orf173,2,0
C20orf181,3,0
C20orf194,875,116
C20orf196,263,0
C20orf197,2,0
C20orf202,14,0
C20orf203,20,0
C20orf204,48,2
C20orf24,8199,804
C20orf27,5872,2
C20orf78,0,0
C20orf85,0,0
C20orf96,295,2
C21orf2,624,0
C21orf33,2967,2
C21orf58,391,0
C21orf59,1775,2
C21orf62,1,0
C21orf62-AS1,8,0
C21orf91,606,4
C22orf15,9,0
C22orf23,1404,0
C22orf24,39,0
C22orf31,0,0
C22orf34,0,1
C22orf39,2334,0
C22orf42,0,0
C22orf46,508,2
C2CD2,861,2
C2CD2L,1673,8
C2CD3,648,0
C2CD4A,2,0
C2CD4B,0,0
C2CD4C,46,0
C2CD4D,7,0
C2CD5,967,4
C2CD6,0,0
C2orf15,179,0
C2orf16,4,0
C2orf27A,28,0
C2orf27B,0,0
C2orf40,0,0
C2orf42,129,2
C2orf48,33,0
C2orf49,728,0
C2orf50,2,0
C2orf54,460,0
C2orf66,1,0
C2orf68,1041,2
C2orf69,1135,0
C2orf70,17,0
C2orf71,0,0
C2orf72,54,2
C2orf73,2,0
C2orf74,1041,0
C2orf76,209,0
C2orf78,2,0
C2orf80,0,0
C2orf81,83,0
C2orf83,0,0
C2orf88,14,0
C2orf91,6,0
C2orf92,0,0
C3,45981,98
C3AR1,8,0
C3orf14,483,0
C3orf18,12,0
C3orf20,7,0
C3orf22,0,0
C3orf30,0,0
C3orf33,287,0
C3orf35,6,0
C3orf36,0,0
C3orf38,743,0
C3orf49,0,0
C3orf52,201,0
C3orf56,0,0
C3orf58,616,240
C3orf62,168,0
C3orf67,214,0
C3orf70,12,16
C3orf79,0,0
C3orf80,2,0
C3orf84,0,0
C3orf85,0,0
C3P1,0,0
C4A,2,0
C4B,0,0
C4BPA,2,2
C4BPB,16,0
C4orf17,0,0
C4orf19,566,0
C4orf22,2,0
C4orf3,5944,0
C4orf33,458,2
C4orf36,83,0
C4orf45,0,0
C4orf46,1206,0
C4orf47,35,0
C4orf48,677,0
C4orf50,0,0
C4orf51,6,0
C5,51,2
C5AR1,33,2
C5AR2,0,0
C5orf15,3386,0
C5orf22,2078,0
C5orf24,2253,238
C5orf30,432,26
C5orf34,838,0
C5orf38,2320,0
C5orf42,1015,0
C5orf46,12,0
C5orf47,0,0
C5orf49,0,0
C5orf51,2352,0
C5orf52,0,0
C5orf56,127,0
C5orf58,0,0
C5orf60,8,0
C5orf63,169,0
C5orf64,0,0
C5orf64-AS1,0,0
C6,0,0
C6orf10,0,0
C6orf106,16731,644
C6orf118,4,0
C6orf120,186,0
C6orf132,5796,2
C6orf136,0,0
C6orf141,51,0
C6orf15,0,0
C6orf163,1,0
C6orf201,2,0
C6orf203,270,0
C6orf222,1,0
C6orf223,128,4
C6orf226,342,0
C6orf47,0,0
C6orf48,2,0
C6orf52,21,0
C6orf58,2,0
C6orf62,3793,814
C6orf89,1787,2
C6orf99,18,0
C7,0,0
C7orf13,314,0
C7orf25,168,10
C7orf26,922,58
C7orf31,95,0
C7orf33,0,0
C7orf43,270,76
C7orf49,803,2
C7orf50,9285,0
C7orf57,135,0
C7orf61,0,0
C7orf65,29,0
C7orf66,0,0
C7orf69,0,0
C7orf71,0,0
C7orf77,0,0
C8A,0,0
C8B,0,0
C8G,54,2
C8orf17,0,0
C8orf31,12,0
C8orf33,12934,0
C8orf34,5,0
C8orf37,303,0
C8orf44,399,0
C8orf46,20,0
C8orf48,0,0
C8orf49,0,0
C8orf58,177,0
C8orf59,2237,2
C8orf74,0,0
C8orf76,1694,0
C8orf82,7273,2
C8orf86,0,0
C8orf87,0,0
C8orf88,6,0
C8orf89,2,0
C9,2,0
C9orf106,8,0
C9orf116,139,0
C9orf129,102,0
C9orf131,4,0
C9orf135,0,0
C9orf135-AS1,0,0
C9orf139,2,0
C9orf147,2,0
C9orf152,17,0
C9orf153,2,0
C9orf16,14004,22
C9orf163,93,0
C9orf170,8,0
C9orf24,7,0
C9orf3,920,0
C9orf40,617,0
C9orf43,12,0
C9orf47,13,0
C9orf50,6,0
C9orf57,0,0
C9orf62,0,0
C9orf64,868,0
C9orf66,26,0
C9orf72,245,12
C9orf78,3955,6
C9orf84,6,0
C9orf85,439,2
CA1,0,0
CA10,0,6
CA11,998,2
CA12,86,0
CA13,38,0
CA14,21,0
CA15P2,0,0
CA2,474,0
CA3,0,0
CA4,0,0
CA5A,2,0
CA5B,397,0
CA5BP1,416,0
CA6,0,0
CA7,23,0
CA8,107,0
CA9,79,4
CAAP1,913,0
CAB39,4771,278
CAB39L,44,8
CABCOCO1,0,0
CABIN1,2793,220
CABLES1,532,0
CABLES2,834,0
CABP1,7,0
CABP2,3,0
CABP4,2,0
CABP5,0,0
CABP7,7,0
CABS1,0,0
CABYR,371,0
CACFD1,903,0
CACHD1,107,72
CACNA1A,50,26
CACNA1B,29,6
CACNA1C,6,320
CACNA1D,8,0
CACNA1E,0,0
CACNA1F,20,0
CACNA1G,30,220
CACNA1G-AS1,2,0
CACNA1H,66,18
CACNA1I,24,14
CACNA1S,1,0
CACNA2D1,4,12
CACNA2D2,163,0
CACNA2D3,258,0
CACNA2D4,3,0
CACNB1,234,30
CACNB2,4,18
CACNB3,376,805
CACNB4,8,4
CACNG1,5,0
CACNG2,0,0
CACNG3,0,0
CACNG4,256,0
CACNG5,0,0
CACNG6,212,0
CACNG7,29,161
CACNG8,4,7
CACTIN,2114,68
CACUL1,2437,166
CACYBP,9089,6
CAD,4070,194
CADM1,110,44
CADM2,0,8
CADM3,0,0
CADM3-AS1,0,0
CADM4,2463,18
CADPS,0,2
CADPS2,33,0
CAGE1,108,0
CALB1,2667,0
CALB2,1407,0
CALCA,0,0
CALCB,52,0
CALCOCO1,1701,12
CALCOCO2,3405,2
CALCR,0,0
CALCRL,2,0
CALD1,3451,10
CALHM1,6,0
CALHM2,485,8
CALHM3,420,0
CALHM4,2,0
CALHM5,0,0
CALHM6,38,0
CALM1,12582,1108
CALM2,23808,6514
CALM3,27676,238
CALML3,0,0
CALML4,456,8
CALML5,1316,0
CALML6,2,0
CALN1,0,0
CALR,140642,511
CALR3,8,0
CALU,14457,4429
CALY,4,0
CAMK1,92,142
CAMK1D,642,0
CAMK1G,2,0
CAMK2A,4,14
CAMK2B,130,4
CAMK2D,961,68
CAMK2G,2137,1111
CAMK2N1,1851,38
CAMK2N2,876,52
CAMK4,8,2
CAMKK1,83,4
CAMKK2,1840,6
CAMKMT,154,8
CAMKV,34,0
CAMLG,3590,2
CAMP,10,0
CAMSAP1,2613,20
CAMSAP2,2149,74
CAMSAP3,3052,2
CAMTA1,1193,158
CAMTA2,1636,115
CAND1,3981,522
CAND2,140,0
CANT1,6275,0
CANX,59738,288
CAP1,11705,394
CAP2,1010,2
CAPG,16793,184
CAPN1,27646,52
CAPN10,380,0
CAPN11,0,0
CAPN12,83,5
CAPN13,44,0
CAPN14,6,0
CAPN15,4681,4
CAPN2,16691,284
CAPN3,10,0
CAPN5,730,0
CAPN6,0,44
CAPN7,2859,46
CAPN8,241,1
CAPN9,1,0
CAPNS1,9628,8
CAPNS2,5,0
CAPRIN1,7366,2408
CAPRIN2,628,6
CAPS,486,0
CAPS2,14,0
CAPSL,7,0
CAPZA1,13821,280
CAPZA2,4067,726
CAPZA3,0,0
CAPZB,9550,1126
CARD10,1826,12
CARD11,762,0
CARD14,117,0
CARD16,81,0
CARD17,0,0
CARD18,0,0
CARD19,4160,26
CARD6,208,2
CARD8,462,0
CARD8-AS1,83,0
CARD9,44,0
CARF,45,0
CARHSP1,5928,8
CARM1,3900,622
CARMIL1,1493,2
CARMIL2,503,0
CARMIL3,34,0
CARMN,0,2
CARNMT1,680,206
CARNS1,14,0
CARS,4223,0
CARS2,826,0
CARTPT,0,0
CASC1,11,0
CASC10,190,0
CASC15,1,0
CASC16,0,0
CASC2,12,0
CASC3,4697,10
CASC4,1990,52
CASC8,2,0
CASD1,306,116
CASK,1030,1682
CASKIN1,127,0
CASKIN2,1412,14
CASP1,172,0
CASP10,483,0
CASP12,0,0
CASP14,1085,0
CASP2,1594,0
CASP3,3255,0
CASP4,1862,0
CASP5,4,0
CASP6,362,0
CASP7,941,0
CASP8,832,2
CASP8AP2,1171,0
CASP9,622,0
CASQ1,8,0
CASQ2,0,0
CASR,0,0
CASS4,42,0
CAST,4514,2
CASTOR1,310,0
CASTOR2,14,0
CASZ1,717,0
CAT,2972,2
CATIP,7,0
CATSPER1,210,0
CATSPER2,24,0
CATSPER2P1,5,0
CATSPER3,16,0
CATSPER4,0,0
CATSPERB,0,0
CATSPERD,2,0
CATSPERE,2,0
CATSPERG,40,0
CATSPERZ,28,0
CAV1,8955,932
CAV2,8482,0
CAV3,37,0
CAVIN1,21920,4267
CAVIN2,2,4
CAVIN3,1636,0
CAVIN4,10,0
CBARP,457,2
CBFA2T2,1978,30
CBFA2T3,4,2
CBFB,3267,336
CBL,7309,36
CBLB,156,18
CBLC,1801,0
CBLL1,698,198
CBLN1,10,0
CBLN2,4,0
CBLN3,26,0
CBLN4,0,0
CBR1,4362,0
CBR3,554,0
CBR3-AS1,16,0
CBR4,903,0
CBS,3457,3
CBWD1,1374,2
CBWD2,1617,0
CBWD3,71,0
CBWD4P,4,0
CBWD5,1318,0
CBWD6,147,0
CBX1,8724,392
CBX2,1611,26
CBX3,12436,2
CBX3P2,20,0
CBX4,5149,82
CBX5,3820,232
CBX6,2479,230
CBX7,1670,4
CBX8,340,0
CBY1,596,0
CBY3,29,0
CC2D1A,5456,4
CC2D1B,867,22
CC2D2A,278,2
CC2D2B,0,0
CCAR1,1812,388
CCAR2,2940,10
CCAT1,2,0
CCBE1,18,0
CCDC102A,788,0
CCDC102B,14,0
CCDC103,62,0
CCDC105,1,0
CCDC106,2623,8
CCDC107,143,0
CCDC110,49,0
CCDC112,372,0
CCDC113,818,0
CCDC114,10,0
CCDC115,2640,0
CCDC116,2,0
CCDC117,1633,2
CCDC12,1465,0
CCDC120,680,2
CCDC121,25,0
CCDC122,142,0
CCDC124,8004,4
CCDC125,273,0
CCDC126,494,0
CCDC127,1093,0
CCDC129,0,0
CCDC13,7,0
CCDC130,1651,0
CCDC134,502,0
CCDC136,70,8
CCDC137,1551,0
CCDC138,450,0
CCDC14,670,2
CCDC140,0,0
CCDC141,10,2
CCDC142,235,0
CCDC144A,98,0
CCDC144B,114,0
CCDC144CP,3,0
CCDC144NL,10,0
CCDC146,8,0
CCDC148,34,0
CCDC149,269,0
